data1sq,dataNsq,datasq,datacorr,decay,decay_std,amplitude,amplitude_std,D2.5,D25,D50,D75,D97.5,Dstd,Dmean,A2.5,A25,A50,A75,A97.5,Astd,Amean
1.1401345111968881,0.5987800658237119,10169.288773014823,10073.325676271264,2.2435944483935892,0.049354485363638276,0.8029277224395688,0.011358451483084231,0.9875564053292347,0.989350144942237,0.9902196345471315,0.9911297695838039,0.9927800026128779,0.001318503280214358,0.9902230264178066,0.7808538973109765,0.911048619281227,0.9928731958670833,1.0946332052106615,1.3437065602875726,0.14456639719322978,1.0119911566048965
1.2381735257892046,1.1419399185485635,10643.68505531794,10549.466665832366,1.359645177841954,0.009967768240065877,0.996074373070823,0.0050874592550340025,0.9880990281804158,0.9897511121385754,0.9905799530446532,0.9914409979303331,0.9931000037780114,0.0012596256896136595,0.990585917304959,0.8155497680670054,0.9470835034788307,1.0299924017153979,1.1336270362201204,1.4100163676189887,0.1488732524318467,1.0515427700510804
0.01390815540948864,1.5528164321353581,9884.405952195595,9788.59347476668,0.7216776214409427,0.006113184045161163,1.0565325100594665,0.0062845662948337305,0.9872513604033701,0.9889423097187282,0.9898816282716959,0.9907980533539233,0.9924957735956648,0.0013565787133414246,0.9898773061496111,0.7670316142916247,0.8866310286741826,0.9697731107585514,1.0651011211751327,1.3076067069204746,0.14003999336733902,0.9869157933612452
0.424775396185144,0.7262309256312174,9388.395891608609,9291.43914044955,0.8446314179362456,0.017025649073585666,0.9795042589224614,0.013873498024194228,0.9866184808307196,0.9884571699475099,0.9894074276023435,0.9903801962331307,0.9921277532245945,0.0014190156011002451,0.9894142356473454,0.7334701756478368,0.8498829242960813,0.9264057764779141,1.0202995126364864,1.2462259210447124,0.13635114322487493,0.9443832625773297
0.5650303010816986,0.5118515114041047,8970.62690992488,8872.856982899544,1.0495966116993367,0.03736958492975186,0.7474497528035384,0.018685932224095415,0.9859279576075685,0.9878152819687361,0.9887925830979556,0.989797805731316,0.9917524666558923,0.0014797749212870457,0.9888079873161479,0.702797334210096,0.8106859490285037,0.8816919290361991,0.9694118091298447,1.1947842621213418,0.1260675736849286,0.8995227915466645
0.17915539592514323,2.2025165608150803,9433.617488111848,9337.62371400745,0.8231432460177687,0.016904517237474045,0.9949736544984239,0.014355685118930747,0.9864188562267566,0.9883710289573003,0.9893062157019915,0.9902217450808082,0.9920268147893324,0.0014090654041222772,0.9892829667534732,0.7332913134589629,0.8545997210170736,0.930382777853284,1.0166653336822906,1.2447055278590295,0.1298927751954258,0.9449317110151866
0.9846772240697018,1.8841016324322482,10920.623991697468,10823.93630048774,1.1289704328960963,0.0127968001335954,1.1144740493907244,0.008862163765293328,0.9880738195995192,0.9897724163252289,0.9906403628329365,0.9915227239206366,0.993262015051337,0.001305531166829159,0.9906598201722568,0.8384647015546454,0.9762081646839074,1.0664104363756288,1.1758390932616667,1.4828461221482137,0.1630721369254283,1.090424862351132
0.545240686520789,0.637287073316511,10502.0417892508,10402.630067207472,1.0443939726131972,0.012443678853533516,1.0193146336543422,0.008530344756058472,0.9874679624395699,0.9892581587286696,0.9902412714628211,0.9912001991776316,0.9930440383092551,0.0014042151657552443,0.9902380720216708,0.8008588523040093,0.9341934785974895,1.0297747840211238,1.141413165798887,1.4433961584732464,0.160111331094043,1.0510245283103354
0.05942013759557276,0.3006318077768982,10134.595154115352,10037.691726469688,1.049064075126887,0.007431907241858477,1.0289313023043622,0.0051194890917283555,0.9876073599684431,0.9892230287775925,0.9901389933181927,0.9910160686936136,0.9927021683697601,0.0013208326006299528,0.9901409122552859,0.7847605309851113,0.9063518673470753,0.9877919982624314,1.0863914896694191,1.3363242967857591,0.1423335676221903,1.0074453541557002
0.776491658576974,0.06876461176613494,8106.866465174697,8005.686787310308,0.7820098333101606,0.008054677087145136,0.7867379524680745,0.0056927886193476026,0.9843697492605817,0.9862914575299659,0.9872920709653175,0.9882659024802938,0.9901868469212276,0.001465179699933357,0.9872854993112156,0.6510358052406738,0.7419278553856974,0.800204110684598,0.8665877516754412,1.0339599627738287,0.09756573080491517,0.8108020112807421
