decay,decay_std,amplitude,amplitude_std,D2.5,D25,D50,D75,D97.5,Dstd,Dmean,A2.5,A25,A50,A75,A97.5,Astd,Amean
1.0361183856155185,0.0009999223215353679,0.9862801966975624,0.15577913176470784,0.9779006906413197,0.9965000932098109,1.0064429212443589,1.0164082286975369,1.0360129806595322,0.014798303873301343,1.0065232182238026,0.922723588381248,0.9740983656228281,1.003170217697908,1.0341914206307015,1.0992726941308226,0.044966839029864814,1.0052099909943824
0.8750897765138727,0.001468978649866663,1.0200220545359329,0.1885014173482623,0.9813678185717087,1.00002680862517,1.009965634427516,1.0200576841040263,1.0398799121951943,0.014898968528307502,1.0101301592239773,0.9184898579528294,0.9688702646920289,0.9979631562374249,1.0282690321257926,1.092596967629794,0.04443949525600772,0.9998145614406039
0.919944393479706,0.0006396251077685731,1.0543321198761126,0.08325177610538123,0.9695052177491807,0.9878425983310452,0.9975959005121638,1.0076216675303586,1.0269748543901933,0.014677454688730114,0.9977880637746409,0.9494523271778209,1.003884434595944,1.0344855847460028,1.066880557160236,1.1358644281943295,0.047382267321721044,1.0366484317745543
0.9730348368928363,0.0013757387513200466,1.061795550941118,0.18752474579460313,1.0043775582209145,1.023357936334704,1.0335815392436862,1.043873626334772,1.063909038985537,0.015184550033669452,1.0337175020651184,0.9581386029337906,1.011491171021408,1.0419675278653913,1.074277772908608,1.142287019465842,0.047036032692360834,1.044039048371793
0.9548519243087945,0.0024331154828832894,0.9689186986130547,0.3570001238713073,0.9967655238161417,1.0156300819716912,1.0257250978473,1.036061514873181,1.0558079242593643,0.015118226043272408,1.0259043463619624,0.9042068732745384,0.9534900927384458,0.9813749160653666,1.010661603446963,1.0729715465399727,0.04293468341661437,0.9831352500557814
1.1845683103104703,0.0015953711896897445,1.0627982052934262,0.26215750417159733,0.9792038955205358,0.9977481388869829,1.0075854442668435,1.0176192564287339,1.0369159551765992,0.014756326731606607,1.007749951805765,0.9984915576790874,1.0562448763735217,1.089158232134693,1.124364940104885,1.197365399682398,0.050817003553556735,1.0915351083118139
1.1376781219625574,0.000961293315442568,1.0194846096146544,0.15842241710521404,0.9776802585971887,0.996275662833791,1.0060972173866518,1.016227552227456,1.0355577895465806,0.01482286287025212,1.0063193648547653,0.9615372737642403,1.0154977292438256,1.046464703706445,1.0791823712417847,1.148189966076084,0.047708527552555856,1.048615330448403
1.1339686724580538,0.0011454792542071918,0.960661675259504,0.19969746090495807,0.9873682678901723,1.0058803563393626,1.0158234516810378,1.02599820122512,1.045858856850785,0.014931377103857356,1.0160497070137733,0.9242085734086003,0.9756025184526139,1.0043968889359667,1.0356815612843553,1.1007732595160193,0.04499589649380904,1.0066623744776229
0.9408461473559573,0.0014975710814432565,1.0633713384302457,0.1974211678541302,0.9674152244846697,0.9857868707494739,0.9955590823713998,1.005411884663311,1.0248220130010417,0.014581466689032796,0.9956774741223463,0.9599871925684187,1.01487082956876,1.0460305595308168,1.0791679038907855,1.1480248641426098,0.04787439545358952,1.0480717788239455
0.9550276109577625,0.00238464940165771,0.889208525729004,0.38131935715960963,0.9820620647660573,1.0006718414122695,1.0106503048499316,1.020620591894548,1.0405135343989722,0.014897028622721721,1.0107724923274397,0.8383816792396462,0.8826479653179924,0.9076532079870114,0.9339302147674017,0.9892402136873871,0.03835032556044262,0.9091140043502007
1.058991855533385,0.0011002857352894531,0.9993240264202874,0.17273559423294765,0.9577540169398001,0.9761245615758378,0.9858538930699532,0.995748875600434,1.015093871609101,0.014561272435735805,0.9860224758364595,0.9242896996528014,0.9764435249619474,1.0062019364171446,1.0374662825266396,1.1035483032450082,0.04563036640759307,1.0081640701614365
1.0239087113419414,0.0017291062013797308,1.0232091127092673,0.2567381791478733,0.953395768012163,0.9711895476850047,0.9808272953650903,0.9905990995771659,1.0096607335874705,0.014356175940060405,0.9810152723453746,0.9430701445696197,0.9961533185170323,1.0264928175324275,1.0590941682917137,1.1255942767947194,0.04678749225274295,1.0286181598210244
1.1685383028511696,0.0014592977222039859,1.0482761989270397,0.23995444675444383,0.9592586711905385,0.977174073499388,0.9867125338460299,0.9966115450539166,1.01588004568354,0.01444392015029499,0.9869561101982248,0.99899564560715,1.0576595597116485,1.0907029306473393,1.1261936890618305,1.20154607231355,0.05157201956393277,1.093163334978047
0.889973497470073,0.001350810985402387,1.0355911967011626,0.17348178941720205,0.9618110278580682,0.9801253945254556,0.9897640892843663,0.9995605144213355,1.0188917019853734,0.014513119101599714,0.9899180743121433,0.9265323748752021,0.9781086821234652,1.0074123183042794,1.038883969686308,1.1036199285515735,0.04518264268026597,1.0094516156378588
1.087964751519406,0.0011235722950404014,1.0845612071916708,0.16676873708931683,0.9885289681489381,1.0071342205845504,1.0171430823854208,1.027176536231772,1.0468048747352319,0.014873170170496343,1.0172395673569785,1.008338370758183,1.0663772604577626,1.0996954064613418,1.1347287153880798,1.2085446173386392,0.051008772591551656,1.1018314010580716
1.0948700046873132,0.001962718942945966,0.9771759631837572,0.32528972620702507,0.986033926972949,1.0048938574119928,1.014985629439507,1.025040610232303,1.0450170775402063,0.014987936269476644,1.0150720356728016,0.9224603802776175,0.9734910371091946,1.0023086464695619,1.0329115643993947,1.0966819164569015,0.04447504542502167,1.0042043665692169
0.975562957442273,0.0011101176080094307,1.0460454460457058,0.15397862890654837,0.9568185174107454,0.9749433953402908,0.9846251401356962,0.9945416059234551,1.0136039172995712,0.014509887150478209,0.9848114780479592,0.9491106331844235,1.0028926215399245,1.0336431281565017,1.0669331621423235,1.1362460509439924,0.047714967658506954,1.0360178496283179
1.0496601654728928,0.0012697767836694785,0.9188615317532323,0.21496818034475654,0.9812098326842577,0.9996991309487921,1.0096912459220102,1.0198840538517155,1.039618523668185,0.014909820677110731,1.0098809143394252,0.8760807184555175,0.9234270899538068,0.9499448822741132,0.9783840911543196,1.037770332399779,0.04116930852775141,0.9518929222100487
0.9666863304511895,0.0013913372467506428,1.0382466776810588,0.19274327762419605,0.9917364944628717,1.0105677648896891,1.020585411327526,1.030769725591509,1.0504739852563918,0.014972944744400104,1.0207400253547634,0.9500810058638698,1.0032754908069852,1.0336912494270674,1.065829086336074,1.1342541986191017,0.046897877860572,1.0358921876662104
0.9888308948409539,0.003517338751248704,1.0564844309653645,0.48936879684503803,0.9688268622788221,0.9873280046453056,0.9971004457363244,1.0071111917724085,1.026337461792956,0.014663937679680206,0.997277009539963,0.9499042511323925,1.0040355784676276,1.034740826669744,1.0675555704186785,1.1356540759141587,0.04744803116091654,1.0369490442033698
1.2791403603357312,0.001921886573777774,0.9988198249456814,0.36175294465279795,0.9501490150419202,0.9682867964381366,0.9778670189908825,0.9876082533178744,1.0066504605926028,0.014389574278018187,0.9780242452717177,0.9729050366833136,1.0288397057387029,1.0610714448827931,1.0949227832109665,1.1661298924912757,0.049365380619337075,1.0631259990994997
0.9511014777868132,0.0011012502093789356,1.0329181025940415,0.15100939815051773,0.9781513454553964,0.996624136873969,1.0065380337164527,1.0165947344293558,1.0363675937243237,0.014847189305952765,1.0066966001737756,0.9331483501138141,0.9852965691791961,1.0151780662724872,1.0467588685091773,1.112556341008807,0.04595632480075499,1.0171392469297957
1.0991842180621698,0.0009540939312335091,1.0791603841194002,0.14372380295732226,0.9669015914188804,0.9852463890135433,0.9949704699628537,1.0048840495814384,1.0240201882815756,0.014546226961592426,0.9951024419155935,1.0004341643838752,1.0582686804743204,1.0914113599955582,1.1271239420007615,1.201136203010993,0.05128849254463681,1.0939144626415798
0.968451425219167,0.0011499898158415468,0.9816257872987334,0.16881099642277522,0.9657505833437736,0.9840450514505648,0.9937495848869273,1.0036344305998424,1.023143903871222,0.014628807284194755,0.993935456601132,0.8903931455348025,0.9391716044101556,0.9668834547598741,0.9963945930673195,1.0577153089525306,0.04276281234345569,0.9688695031802512
0.9948050947367026,0.0010897828643016865,0.9749039191894951,0.1652307783447602,0.9671318413510993,0.9855394743546008,0.995366340071198,1.0052714704740704,1.02459445700273,0.014635399270866153,0.9955052895417102,0.9080100288881428,0.9581464854708656,0.9868301573632916,1.0175063426464115,1.0806680925456182,0.044097962185702055,0.9888154320788207
1.0401734191882415,0.002000060833392385,0.9661907675892851,0.31922699543625344,0.9602145537793279,0.9784943078924483,0.9882428395859529,0.9980161462454419,1.0170880935094508,0.014504371374882108,0.9883232313792093,0.9018861888932753,0.9515495603085439,0.9802192904622302,1.0106069352901381,1.0735822938217248,0.0440023356467208,0.9822040646048519
